"PassengerId","HomePlanet","CryoSleep","Cabin","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","Name","Transported"
"5304_01","Mars","no","F/1019/S","TRAPPIST-1e",18,"no",1744,0,8,8,0,"Tench Brine","no"
"5304_02","Mars","yes","F/1019/S",NA,33,"no",0,0,0,0,0,"Jagles Brine","yes"
"5305_01","Earth","no","F/1084/P","TRAPPIST-1e",23,"no",0,2891,0,6,0,"Elindy Simmonders","yes"
"5307_01","Europa","yes","B/204/S","TRAPPIST-1e",13,"no",NA,0,0,0,0,"Mirark Fuelisent","yes"
"5310_01","Mars","no","F/1021/S","TRAPPIST-1e",32,"no",4702,0,449,190,0,"Dontch Terry","no"
"5312_01","Europa","yes","B/182/P","TRAPPIST-1e",27,"no",0,0,0,0,0,"Sulaton Prefule","yes"
"5313_01","Earth","no","F/1085/P","TRAPPIST-1e",23,"no",0,491,0,61,0,"Tracia Guezaley","yes"
"5314_01","Europa","no","C/208/S","TRAPPIST-1e",25,NA,0,3625,0,0,168,"Skatik Arible","yes"
"5315_01","Earth","no","F/1086/P","TRAPPIST-1e",18,"no",454,0,0,324,0,"Gwendy Toddleton","no"
"5316_01","Mars","yes","F/1087/P","55 Cancri e",23,"no",0,0,0,0,0,"Cats Ses","yes"
"5320_01","Europa","yes","E/330/P","55 Cancri e",31,"no",0,0,0,0,0,"Errima Callower","yes"
"5320_02","Europa","no","E/330/P","TRAPPIST-1e",32,"no",0,1301,0,94,356,"Hallah Opshoent","no"
"5322_01","Mars","yes","F/1090/P","TRAPPIST-1e",22,"no",0,0,0,NA,NA,"Allift Parté","yes"
"5323_01","Mars","yes","F/1091/P","TRAPPIST-1e",38,"no",0,0,0,NA,0,"Coakey Cort","yes"
"5325_01","Earth","no","F/1023/S","PSO J318.5-22",21,"no",751,5,0,1,0,"Wandy Blandez","yes"
"5326_01","Mars","yes","F/1092/P","TRAPPIST-1e",28,"no",0,0,0,0,0,"Wales Khart","yes"
"5327_01","Europa","no","B/183/P","TRAPPIST-1e",38,"no",0,0,0,0,0,"Furudra Ticiay","no"
"5330_01","Earth","no","F/1094/P","TRAPPIST-1e",20,"no",0,0,708,101,0,"Race Oconley","yes"
"5331_01","Earth","no","F/1095/P","TRAPPIST-1e",23,"no",0,1,292,0,340,"Coreen Woodgezalez","no"
"5333_01","Earth","no","G/862/P","TRAPPIST-1e",48,"no",456,0,39,0,5,"Vane Andley","yes"
"5334_01","Earth","yes","G/867/S","55 Cancri e",15,"no",0,0,0,0,0,"Besse Connon","yes"
"5334_02","Earth","no","G/867/S","TRAPPIST-1e",30,"no",0,674,39,0,10,"Therly Connon","yes"
"5337_01","Mars","no","F/1024/S","TRAPPIST-1e",40,"no",286,0,2299,12,NA,"Rish Bre","yes"
"5340_01","Earth","no","G/868/S","TRAPPIST-1e",36,"no",0,0,33,677,0,"Cassa Carsoning","no"
"5341_01","Earth","yes","G/869/S","TRAPPIST-1e",20,"no",0,0,0,0,0,"Jessa Greenez","yes"
"5343_01","Mars","no","E/332/P","TRAPPIST-1e",17,"no",13,0,565,367,1,"Rahars Resty","no"
"5344_01","Europa","no","C/168/P","55 Cancri e",38,"no",0,439,0,434,10074,"Sargin Prieress","no"
"5344_02","Europa","yes","C/168/P","55 Cancri e",38,"no",0,0,0,0,0,"Dyonon Prieress","yes"
"5345_01","Mars","no","D/167/P",NA,14,"no",809,0,59,0,0,"Frunad Cheen","no"
"5345_02","Mars","no","E/333/P","TRAPPIST-1e",NA,"no",134,0,6,1450,0,"Cops Cheen","no"
"5346_01","Earth","no","E/334/P","TRAPPIST-1e",21,"no",37,0,31,696,63,"Tera Kaney","yes"
"5347_01","Europa","no","C/169/P","TRAPPIST-1e",18,"no",0,3770,0,287,3491,"Anton Caljoiry","no"
"5348_01","Mars","no","D/168/P","TRAPPIST-1e",26,"no",164,0,853,0,39,"Money Sache","yes"
"5350_01","Europa","no","C/170/P","TRAPPIST-1e",35,"no",25,866,0,3198,459,"Atinon Foraud","no"
"5351_01","Mars",NA,"F/1026/S","55 Cancri e",46,"no",1082,80,1177,0,323,"Hion Knike","no"
"5353_01","Europa","yes","B/205/S","55 Cancri e",13,"no",0,0,0,0,0,"Ranan Reelest","yes"
"5353_02","Europa","no","B/205/S","TRAPPIST-1e",39,"no",43,9365,144,0,118,"Weidus Reelest","yes"
"5354_01","Mars","no","D/161/S","PSO J318.5-22",49,"no",1690,0,85,0,0,"Panch Letty","no"
"5354_02","Mars","no","E/339/S","TRAPPIST-1e",28,"no",0,0,0,0,0,"Bares Kraie","no"
"5355_01","Earth","no","F/1098/P","TRAPPIST-1e",27,"no",0,686,0,101,9,"Kerrie Deckley","yes"
"5355_02","Earth","yes","G/865/P","TRAPPIST-1e",21,"no",0,0,NA,0,0,"Verly Deckley","yes"
"5356_01","Earth","no","E/340/S","TRAPPIST-1e",29,"no",0,32,0,4517,0,"Julies Winsley","no"
"5359_01",NA,"no","F/1099/P","TRAPPIST-1e",27,"no",0,45,225,14,519,"Adammy Hinglendez","no"
"5360_01","Mars","yes","F/1100/P","TRAPPIST-1e",38,"no",0,0,0,0,0,"Morms Nake","yes"
"5361_01","Earth","no","F/1101/P","PSO J318.5-22",18,"no",0,NA,0,150,0,"Elica Brantuarez","yes"
"5362_01","Europa","yes","E/336/P","55 Cancri e",35,"no",0,0,0,0,0,"Meratz Prearright","yes"
"5363_01","Mars","yes","F/1102/P","TRAPPIST-1e",37,"no",0,0,0,0,0,"Crowk Apeau","yes"
"5365_01","Earth","no","E/337/P","TRAPPIST-1e",60,"no",943,53,0,0,0,"Pristy Whiters","no"
"5366_01","Europa","yes","E/338/P","TRAPPIST-1e",31,"no",0,0,0,0,0,"Asellan Calved","yes"
"5367_01","Europa","yes","C/209/S","TRAPPIST-1e",4,"no",0,0,0,0,0,"Mesonon Fruidy","yes"
"5367_02",NA,"no","C/209/S","TRAPPIST-1e",34,"no",0,3195,0,102,1469,"Dnocese Fruidy","yes"
"5367_03","Europa","no","C/209/S","55 Cancri e",46,"no",0,8221,0,1010,160,"Anyonon Fruidy","yes"
"5368_01","Earth","no","G/870/S","TRAPPIST-1e",18,"no",0,0,55,2288,1,NA,"no"
"5372_01","Mars","no","E/342/S","TRAPPIST-1e",38,"no",NA,0,363,7,3,"Cings Mith","no"
"5374_01","Earth","no","F/1029/S",NA,29,"no",0,61,942,2,0,"Candyn Loverthyo","yes"
"5375_01","Europa","yes","C/210/S","TRAPPIST-1e",13,"no",0,0,0,0,0,"Scharab Tramsor","yes"
"5375_02","Europa","yes","C/210/S","TRAPPIST-1e",26,"no",0,0,0,0,0,"Quarke Tramsor","yes"
"5378_01","Europa","no","C/173/P","TRAPPIST-1e",30,"no",0,95,0,1202,5558,"Cellum Alenter","no"
"5379_01","Earth","no","F/1030/S","TRAPPIST-1e",42,"no",0,0,8,3409,0,"Kyley Meyersones","no"
"5380_01","Mars","no","F/1104/P","TRAPPIST-1e",36,"no",386,0,756,6,0,"Hark Kité","no"
"5383_01","Earth","no","F/1105/P","55 Cancri e",23,"no",253,0,1175,3,NA,"Kyley Foxter","no"
"5384_01","Europa","no","A/65/S","TRAPPIST-1e",34,"yes",0,5210,0,1332,2,"Polam Dinger","yes"
"5384_02","Europa","no","A/65/S","TRAPPIST-1e",26,"no",0,4894,0,62,85,"Sulatik Dinger","yes"
"5385_01","Mars","no","D/170/P","TRAPPIST-1e",31,"no",2048,0,1040,136,0,"Hon Cako","no"
"5387_01","Mars","no","D/171/P","TRAPPIST-1e",48,"no",581,6,1,158,0,"Guanch Ste","no"
"5388_01","Earth","yes","G/871/S","TRAPPIST-1e",10,"no",0,0,0,NA,0,"Stene Chaellerty","yes"
"5389_01","Mars","no","F/1106/P","TRAPPIST-1e",27,"no",2,0,1320,0,26,"Rose Prity","yes"
"5389_02","Mars","no","F/1106/P","TRAPPIST-1e",32,NA,2497,0,101,0,0,"Swink Prity","no"
"5390_01","Earth","yes","G/872/S","TRAPPIST-1e",24,"no",0,0,0,0,0,"Rosean Owerson","yes"
"5390_02","Earth","yes","G/872/S","PSO J318.5-22",20,"no",0,0,0,0,0,"Mayne Owerson","yes"
"5390_03","Earth","no","F/1032/S","TRAPPIST-1e",48,"no",83,110,0,690,8,"Brank Owerson","yes"
"5392_01","Mars","no","E/343/S","TRAPPIST-1e",35,"yes",628,6,528,136,0,"Zelowl Stik","no"
"5394_01","Mars","no","D/172/P","TRAPPIST-1e",14,"no",246,0,2153,0,0,"Coakey Nanie","yes"
"5395_01","Mars","no","D/173/P","TRAPPIST-1e",28,"no",4,0,2574,0,0,"Fruik Traie","yes"
"5396_01","Mars","no","F/1109/P","TRAPPIST-1e",NA,"no",743,378,8,0,0,"Rowl Flaie","no"
"5397_01","Mars","yes","D/162/S","TRAPPIST-1e",42,"no",0,0,0,0,0,"Rish Jamai","yes"
"5397_02","Mars","yes","D/162/S","TRAPPIST-1e",8,"no",0,0,0,0,0,"Quid Jamai","yes"
"5397_03","Mars","yes","D/162/S","55 Cancri e",30,"no",0,0,0,0,0,"Sps Jamai","yes"
"5401_01","Earth","no","G/869/P","TRAPPIST-1e",44,"no",0,0,5,30,777,"Shalle Savaraldez","no"
"5402_01","Mars","no","F/1034/S","TRAPPIST-1e",40,NA,1269,0,75,0,4,"Cupers Erpie","no"
"5404_01","Earth","no","F/1111/P","TRAPPIST-1e",38,"no",766,38,0,0,0,"Bettie Gentledges","no"
"5406_01",NA,"no","F/1035/S","PSO J318.5-22",22,NA,2,46,0,483,67,"Shally Langatein","no"
"5408_01","Mars","no","D/174/P","TRAPPIST-1e",32,"no",1781,0,654,580,0,"Moss Gene","no"
"5408_02","Mars","no","D/174/P","TRAPPIST-1e",16,"no",2116,0,350,0,901,"Felios Gene","no"
"5410_01","Mars","no","D/163/S","TRAPPIST-1e",33,"no",748,130,1047,458,0,"Sweal Frasp","no"
"5411_01","Europa","no","B/206/S","TRAPPIST-1e",38,"no",20,3960,153,280,1674,"Alrakan Scoudelle","no"
"5412_01","Earth",NA,"G/870/P","TRAPPIST-1e",23,"no",0,806,0,2,0,"Erie Patthews","yes"
"5413_01","Earth","no","G/871/P","TRAPPIST-1e",16,"no",3,595,0,9,321,"Lorey Boyerson","yes"
"5414_01","Earth","no","G/872/P","PSO J318.5-22",16,"no",481,0,166,0,122,"Leen Buckentry","no"
"5414_02","Earth","no","G/872/P","TRAPPIST-1e",11,"no",0,0,0,0,0,"Bryany Buckentry","no"
"5414_03","Earth","no","F/1112/P","TRAPPIST-1e",22,"no",0,824,0,0,411,"Chelsa Buckentry","no"
"5414_04","Earth","no","F/1112/P","TRAPPIST-1e",43,"no",0,0,0,0,1544,"Eduana Buckentry","no"
"5414_05","Earth","yes","G/872/P","PSO J318.5-22",20,"no",0,0,0,0,0,"Becca Buckentry","yes"
"5415_01","Earth","no","F/1113/P","TRAPPIST-1e",22,"no",0,747,8,0,314,"Lynez Hartz","no"
"5416_01","Mars","no","F/1114/P","TRAPPIST-1e",0,"no",0,NA,0,0,0,"Wees Saf","yes"
"5416_02","Mars","no","E/340/P","TRAPPIST-1e",30,"no",138,0,208,952,0,"Pos Saf","no"
"5416_03","Mars","yes","F/1114/P","TRAPPIST-1e",18,"no",0,0,0,0,0,"Ech Saf","yes"
"5416_04","Mars","no","F/1114/P","55 Cancri e",0,"no",0,0,NA,0,0,"Toats Saf","yes"
"5418_01","Mars",NA,"E/349/S","TRAPPIST-1e",41,"no",164,0,1115,1,18,"Naffsh Burta","no"
"5420_01","Earth","no","F/1036/S","TRAPPIST-1e",39,"no",0,829,0,1,0,"Gayla Merrelliss","yes"
"5421_01","Earth","no","G/873/S","TRAPPIST-1e",37,"no",389,0,1,3369,3,"Carlie Steinardson","no"
"5422_01","Europa","yes","D/164/S","55 Cancri e",26,"no",0,0,0,NA,0,"Pleion Sperap","yes"
"5423_01","Mars","no","F/1116/P","TRAPPIST-1e",49,"no",552,0,7,0,183,"Almone Prine","no"
"5423_02","Mars","no","E/341/P","TRAPPIST-1e",28,"no",142,0,1878,62,0,"Cranch Prine","yes"
"5424_01","Mars","no","F/1117/P","PSO J318.5-22",13,"no",358,65,599,676,0,"Chtios Dal","no"
"5424_02",NA,"no","E/342/P","TRAPPIST-1e",64,"no",469,700,2,1,0,"Docks Dal","no"
"5425_01","Earth","no","F/1037/S","PSO J318.5-22",24,"no",1,0,11,0,734,NA,"no"
"5427_01",NA,"yes","F/1118/P","TRAPPIST-1e",18,"no",0,0,0,0,0,"Frohs Stie","yes"
"5427_02","Mars","no","F/1118/P","TRAPPIST-1e",18,"no",3458,0,216,0,0,"Panbug Blane","no"
"5427_03","Mars","no","F/1118/P","TRAPPIST-1e",25,"no",948,0,1,170,0,"Craird Stie","no"
"5430_01","Earth","yes","G/873/P","TRAPPIST-1e",19,"no",0,0,0,0,0,"Inette Colomonson","no"
"5431_01","Earth","no","E/350/S","55 Cancri e",33,"no",2,0,0,NA,720,"Joycey Wheelez","yes"
"5434_01","Earth","yes","G/874/P","TRAPPIST-1e",NA,NA,0,0,0,0,0,"Harvin Garnes","yes"
"5435_01","Mars","no","F/1121/P","TRAPPIST-1e",50,"no",846,0,280,280,0,"Fal Blane","no"
"5436_01","Earth","no",NA,"TRAPPIST-1e",30,"no",0,0,0,2,827,"Idace Gilleranks","no"
"5437_01","Mars","no","F/1123/P","TRAPPIST-1e",44,"no",1267,18,0,3,0,"Naffsh Soun","yes"
"5438_01","Earth","yes","G/875/P","PSO J318.5-22",52,"no",0,0,0,0,0,"Eriky Puckley","no"
"5440_01","Earth","yes","G/875/S","TRAPPIST-1e",7,"no",0,0,0,0,0,"Teryla Beckeey","yes"
"5440_02","Earth","no","F/1041/S","55 Cancri e",30,"no",0,59,18,639,0,"Crisey Beckeey","no"
"5440_03","Earth","no","F/1041/S","TRAPPIST-1e",27,"no",1109,0,0,0,0,"Briney Beckeey","no"
"5441_01","Europa","yes","B/207/S","55 Cancri e",24,"no",0,0,0,0,0,"Raston Spoilling","yes"
"5443_01","Earth","no","F/1124/P","55 Cancri e",13,"no",4,99,1,0,595,"Gabrie Hickley","no"
"5445_01",NA,"no","F/1125/P","TRAPPIST-1e",61,"no",0,53,813,3,0,"Min Alfordonard","no"
"5446_01","Earth","yes","G/876/P","TRAPPIST-1e",32,"no",0,0,NA,0,0,"Jandy Bucknersony","yes"
"5447_01","Mars","yes","F/1126/P","55 Cancri e",17,"no",0,0,0,0,0,"Sug Dutty","yes"
"5447_02","Mars",NA,"F/1126/P","TRAPPIST-1e",36,"no",0,0,0,0,0,"Poselk Coune","yes"
"5450_01","Earth","yes","G/877/P","PSO J318.5-22",16,"no",0,0,0,0,0,"Samany Keithunts","yes"
"5451_01",NA,"no","F/1127/P","PSO J318.5-22",21,"no",0,697,0,0,0,"Adrie Rodger","yes"
"5452_01","Europa",NA,"C/212/S","TRAPPIST-1e",24,"no",0,0,0,0,0,"Eleb Mander","yes"
"5453_01","Earth","no","F/1044/S","55 Cancri e",28,"no",0,9,0,1114,5,"Elson Gallencis","no"
"5454_01","Mars","no","E/343/P","TRAPPIST-1e",NA,"no",848,1497,2,0,0,"Oark Krake","no"
"5455_01","Mars","no","E/344/P","55 Cancri e",13,"no",9920,0,180,130,571,"Varkes Nate","no"
"5457_01","Earth","no","F/1129/P","TRAPPIST-1e",39,"no",0,1,0,739,0,"Elson Horners","no"
"5458_01","Earth","no","E/351/S","TRAPPIST-1e",24,"no",0,0,980,7,0,"Wandy Diazarez","no"
"5459_01","Europa","no","C/213/S","TRAPPIST-1e",38,"no",0,347,0,1545,2187,"Jabbab Stoile","no"
"5462_01","Mars","no","F/1131/P","TRAPPIST-1e",20,"no",489,126,663,214,0,"Laptin Part","no"
"5463_01","Earth","no","F/1045/S","TRAPPIST-1e",21,"no",724,0,0,0,0,"Laude Balderts","yes"
"5465_01","Mars","no","F/1132/P","TRAPPIST-1e",27,"no",1,1,2196,372,0,"Sugaly Chité","no"
"5465_02",NA,"no","F/1132/P","TRAPPIST-1e",49,"no",226,11,2,1580,0,"Cings Chité","no"
"5465_03","Mars","yes","F/1132/P","TRAPPIST-1e",6,"no",0,0,0,0,0,"Jacks Chité","yes"
"5466_01","Europa","yes","B/185/P","55 Cancri e",41,"no",0,0,0,0,0,"Mesons Matoltuble","yes"
"5466_02","Europa","no","B/185/P","55 Cancri e",33,"yes",0,1473,1089,5700,1466,"Menkin Boltund","no"
"5466_03","Europa","no","B/185/P","TRAPPIST-1e",6,"no",0,0,0,0,0,"Alballa Boltund","yes"
"5466_04","Europa","no","B/185/P","55 Cancri e",35,"no",0,4618,0,324,12061,"Asterf Boltund","no"
"5466_05","Europa","no","B/185/P","TRAPPIST-1e",46,"no",0,4524,NA,243,7730,"Bahyon Matoltuble","no"
"5467_01","Earth","no","F/1046/S","TRAPPIST-1e",31,"no",2703,21,0,0,1,"Evenna Garden","no"
"5468_01","Europa","yes","B/208/S","TRAPPIST-1e",32,NA,0,0,0,0,0,"Brafirk Unprive","yes"
"5469_01","Europa","yes","A/50/P","55 Cancri e",31,"no",NA,0,0,0,0,"Keidhma Subateful","yes"
"5470_01","Earth","yes","G/878/P","TRAPPIST-1e",20,"no",NA,0,0,0,0,"Franda Vales","no"
"5471_01","Earth","no","G/877/S","TRAPPIST-1e",57,"no",685,NA,0,0,NA,"Jeanie Loway","no"
"5472_01","Earth","no","F/1047/S","PSO J318.5-22",37,"no",0,0,559,11,0,"Jacque Andley","yes"
"5474_01","Earth","yes",NA,"TRAPPIST-1e",21,"no",0,0,NA,0,0,"Thew Strony","yes"
"5475_01","Earth","no","F/1134/P","TRAPPIST-1e",43,"no",0,0,1,NA,0,"Stelle Lowelliott","no"
"5476_01","Earth","no","G/879/S","TRAPPIST-1e",49,"no",1020,0,2,2,0,"Samany Moodsey","yes"
"5477_01","Earth","no","G/880/S","TRAPPIST-1e",17,"no",0,150,166,570,0,"Gerte Baxterson","yes"
"5478_01","Mars","no","F/1048/S","TRAPPIST-1e",29,"no",518,0,10,1245,0,"Hocorz Prity","no"
"5479_01","Earth","yes","G/881/S","55 Cancri e",36,"no",0,0,0,0,0,"Timyra Romason","yes"
"5480_01","Europa","no",NA,"TRAPPIST-1e",37,"no",31,9307,0,904,11213,"Avijava Ellcefulve","no"
"5483_01","Earth","no","F/1135/P","PSO J318.5-22",17,"no",2,0,0,0,681,"Nadie Waltonnedy","no"
"5484_01","Mars","yes","F/1050/S","55 Cancri e",45,"no",0,0,0,0,0,"Masal Monie","yes"
"5485_01","Earth","no","G/880/P","TRAPPIST-1e",20,"no",0,9,82,14,704,"Kennie Portananney","no"
"5487_01","Mars","yes","F/1136/P","TRAPPIST-1e",24,"no",0,0,0,0,0,"Flams Nan","yes"
"5488_01","Europa","yes","B/186/P","TRAPPIST-1e",28,"no",0,0,0,0,0,"Tares Hoorherve","yes"
"5488_02","Europa","no","B/186/P","TRAPPIST-1e",15,"no",0,22,6805,0,531,"Acrabik Hoorherve","yes"
"5488_03","Europa","no","B/186/P","TRAPPIST-1e",53,"no",0,6634,0,5047,108,"Krabius Hoorherve","no"
"5488_04","Europa","yes","B/186/P","TRAPPIST-1e",51,"no",0,0,0,0,0,"Weidus Hoorherve","yes"
"5489_01","Earth","yes","G/881/P","TRAPPIST-1e",14,"no",0,0,0,0,NA,"Glendy Welles","yes"
"5489_02","Earth","yes","G/881/P","TRAPPIST-1e",1,"no",0,0,0,0,0,"Benew Welles","no"
"5490_01","Mars","no","F/1137/P","TRAPPIST-1e",26,"no",665,76,NA,1478,0,"Grog Emead","no"
"5491_01","Earth","no","G/882/S","TRAPPIST-1e",20,"no",0,0,499,285,103,"Anthia Solon","no"
"5492_01","Earth","no","F/1052/S","TRAPPIST-1e",23,"no",0,551,59,720,14,"Keithy Prinson","no"
"5494_01","Earth","no","F/1053/S","TRAPPIST-1e",22,"no",658,0,0,161,3,"Tonald Keithunts","yes"
"5496_01","Earth","yes","G/882/P","55 Cancri e",22,"no",0,0,0,0,0,"Wayney Charryerry","yes"
"5497_01","Europa","yes","B/210/S","TRAPPIST-1e",13,"no",0,0,0,0,0,"Taurah Covetive","yes"
"5497_02","Europa","no","B/210/S","TRAPPIST-1e",28,"no",0,0,0,0,0,"Edaron Covetive","yes"
"5499_01","Earth","yes","G/884/S","TRAPPIST-1e",40,"no",0,0,0,0,0,"Brank Hickley","yes"
"5500_01","Mars","no","D/175/P","55 Cancri e",21,"no",4027,0,47,83,0,"Bar Cuche","no"
"5501_01","Earth","no","G/885/S","TRAPPIST-1e",35,"no",702,104,5,76,0,"Camily Alldson","yes"
"5504_01","Earth","no","F/1140/P","TRAPPIST-1e",22,"no",142,1307,0,0,0,"Greggy Benderez","no"
"5506_01","Europa","yes","D/166/S","TRAPPIST-1e",37,"no",0,0,0,0,0,"Phecca Speedgear","yes"
"5507_01","Mars","no","E/356/S","TRAPPIST-1e",21,"no",0,0,0,0,0,"Blakes Saf","no"
"5508_01","Earth","no",NA,"TRAPPIST-1e",50,"no",0,358,0,620,4,"Margio Potters","no"
"5509_01","Earth","no","F/1055/S","TRAPPIST-1e",27,"no",0,0,800,0,0,"Allene Douglasen","yes"
"5510_01","Earth","yes","G/887/S","TRAPPIST-1e",20,"no",0,0,0,0,0,"Stance Ingston","yes"
"5511_01","Earth","yes","G/884/P","TRAPPIST-1e",15,"no",0,0,0,0,0,"Leen Gallenry","yes"
"5511_02","Earth","no","E/346/P","PSO J318.5-22",25,"no",39,NA,169,20,1403,"Mela Gallenry","no"
"5512_01","Europa","no","A/67/S","55 Cancri e",31,"no",0,225,0,301,4090,"Fomalik Chsere","no"
"5512_02","Europa","no","B/211/S","55 Cancri e",NA,"no",0,8162,1044,699,46,"Sadaron Chsere","yes"
"5514_01","Earth","yes","G/889/S","TRAPPIST-1e",18,"no",0,0,0,0,0,"Bretty Monroellynn","yes"
"5514_02","Earth","yes","G/889/S","PSO J318.5-22",2,"no",NA,0,0,0,0,"Shanie Monroellynn","yes"
"5514_03","Earth","no","G/889/S","TRAPPIST-1e",27,"no",0,6,0,814,107,"Ton Monroellynn","yes"
"5514_04","Earth","no","G/889/S","TRAPPIST-1e",0,"no",0,0,0,0,NA,"Jodip Monroellynn","yes"
"5515_01","Earth","no","F/1141/P","TRAPPIST-1e",22,"no",758,0,46,0,0,"Feryla Prestonard","no"
"5517_01","Mars","no","E/357/S","TRAPPIST-1e",NA,"no",0,0,0,0,0,"Totax Brazo","no"
"5520_01","Earth","no","G/890/S","TRAPPIST-1e",56,"no",0,4,778,0,0,"Vanard Nasquez","yes"
"5521_01","Earth","no","F/1058/S","TRAPPIST-1e",28,"no",0,0,0,676,124,"Ireene Boltertley","no"
"5522_01","Earth","no","E/358/S","55 Cancri e",42,"no",31,0,0,635,0,"Carold Hinglendez","yes"
"5522_02","Earth","no","F/1059/S","TRAPPIST-1e",20,"no",0,0,0,703,0,"Ollip Hinglendez","yes"
"5522_03","Earth","no","F/1059/S","TRAPPIST-1e",27,"no",508,585,9,NA,0,"Elanie Hinglendez","yes"
"5523_01","Earth","no","G/885/P","PSO J318.5-22",29,"no",0,0,20,0,402,"Rician Pearsalason","no"
"5524_01","Earth","no","F/1060/S","55 Cancri e",36,"no",85,0,545,15,0,"Melica Hendrys","yes"
"5526_01","Earth","no","F/1061/S","TRAPPIST-1e",23,"no",0,0,4,145,NA,"Kaye Stroyledgez","no"
"5526_02","Earth","yes","G/891/S","TRAPPIST-1e",64,"no",0,0,0,0,0,"Eleah Stroyledgez","yes"
"5527_01","Earth","no","G/886/P","TRAPPIST-1e",19,"no",1,1,NA,0,1755,"Pamiea Dickman","no"
"5527_02","Earth","yes","G/886/P","55 Cancri e",1,"no",0,0,0,0,0,"Bellee Dickman","no"
"5527_03","Earth","yes","G/886/P","TRAPPIST-1e",49,"no",NA,0,0,0,0,NA,"no"
"5527_04","Earth","yes","G/886/P","55 Cancri e",0,"no",0,0,0,0,0,"Almara Dickman","yes"
"5528_01","Earth","no","F/1143/P","TRAPPIST-1e",18,"no",0,288,35,0,435,"Hanna Peckerson","no"
"5529_01","Europa","no","C/174/P","55 Cancri e",39,"no",5645,132,0,1,1814,"Sabi Unfile","no"
"5530_01","Mars","no","E/347/P","TRAPPIST-1e",37,"no",10,20,868,115,0,"Eerch Mesty","no"
"5530_02","Mars","yes","F/1144/P","TRAPPIST-1e",44,"no",0,0,0,0,0,"Mondax Mesty","yes"
"5531_01","Mars","no","F/1145/P","PSO J318.5-22",43,"no",817,0,617,0,0,"Ste Brity","no"
"5531_02","Mars","yes","F/1145/P","TRAPPIST-1e",33,"no",0,0,0,0,0,"Gut Brity","yes"
"5535_01","Earth","no","G/893/S","TRAPPIST-1e",20,NA,41,222,0,43,601,"Nichad Arner","yes"
"5535_02","Earth","no","G/893/S","TRAPPIST-1e",0,"no",0,0,0,0,0,"Meline Arner","yes"
"5535_03","Earth","no","G/893/S","55 Cancri e",4,"no",0,0,0,0,0,"Blanie Arner","yes"
"5536_01","Mars","yes","F/1062/S","TRAPPIST-1e",20,"no",0,0,0,0,0,"Walles Pure","yes"
"5537_01","Mars","no","F/1063/S","TRAPPIST-1e",50,NA,690,0,30,762,428,"Herms Bancy","no"
"5538_01","Mars","yes","F/1146/P","TRAPPIST-1e",47,"no",0,0,0,0,0,"Diedow Gele","yes"
"5538_02","Mars","yes","F/1146/P","TRAPPIST-1e",17,"no",0,0,0,0,0,"Hocks Gele","yes"
"5539_01","Europa","no","B/187/P","TRAPPIST-1e",26,"no",0,1583,0,232,8040,"Tarf Officled","no"
"5540_01","Earth","no","E/360/S","TRAPPIST-1e",21,"no",39,360,0,NA,0,"Berly Andackson","yes"
"5541_01","Mars","yes","F/1147/P","TRAPPIST-1e",20,"no",0,0,0,0,NA,"Cornys Kra","yes"
"5543_01","Europa","yes","C/175/P","TRAPPIST-1e",26,"no",0,0,0,0,0,"Hekaton Platch","yes"
"5544_01","Mars","no","F/1149/P","TRAPPIST-1e",NA,"yes",1565,0,0,0,145,"Minnys Stité","no"
"5545_01","Earth","no","G/894/S","PSO J318.5-22",34,"no",0,0,693,3,77,"Ernice Rigginsen","yes"
"5545_02","Earth","yes","G/894/S","TRAPPIST-1e",11,"no",0,0,0,0,0,"Sall Rigginsen","yes"
"5545_03","Earth","yes","G/894/S","TRAPPIST-1e",0,"no",0,0,0,0,0,"Nance Rigginsen","yes"
"5546_01","Europa","no","D/176/P","55 Cancri e",28,"no",550,5203,0,2244,1624,"Wasatan Brathful","no"
"5550_01","Earth","no","G/895/S","TRAPPIST-1e",33,"no",127,745,9,0,0,"Robyna Poperez","yes"
"5551_01","Earth","yes","G/888/P","TRAPPIST-1e",22,"no",0,0,0,0,0,"Rayley Foledges","yes"
"5552_01","Mars",NA,"F/1150/P","TRAPPIST-1e",28,"no",0,0,0,0,0,"Skix Potie","no"
"5552_02","Mars","yes","F/1150/P","TRAPPIST-1e",11,"no",0,0,0,0,0,"Oatch Potie","yes"
"5552_03","Mars","no","F/1150/P","TRAPPIST-1e",60,"no",51,10,754,1412,137,"Chonk Potie","no"
"5555_01",NA,"no","G/896/S",NA,43,NA,1,0,213,7,701,"Winia Blanglison","yes"
"5556_01","Earth","no","E/361/S","TRAPPIST-1e",27,"no",0,1,667,897,43,"Jona Hanner","no"
"5557_01","Earth","yes","G/890/P","TRAPPIST-1e",37,"no",0,0,0,0,0,"Jerek Mathison","yes"
"5559_01","Earth","yes","G/897/S","55 Cancri e",23,"no",0,0,0,0,0,NA,"yes"
"5560_01","Mars","no","D/168/S","TRAPPIST-1e",57,"no",1696,0,1006,0,27,"Tyog Birte","no"
"5561_01","Europa","yes","A/51/P","TRAPPIST-1e",29,"no",0,0,0,0,0,"Diskeh Fueling","yes"
